name,seasonal,style,keys,desc,abv,ibu,location,location_id
Sustain All Day,0,Pale Ale,"Pale Ale, Utilizing Salmon Safe ingredients from Mainstem Malt & Roy Farms, this beer features Amarillo & Chinook hops, exhibiting aromas of tangerine & grass with herbal notes supporting. Flavors follow the nose with notes of citrus pith, pale grains, & wildflower honey. Dry and crisp finish with notes of pine & herbal tea.","Utilizing Salmon Safe ingredients from Mainstem Malt & Roy Farms, this beer features Amarillo & Chinook hops, exhibiting aromas of tangerine & grass with herbal notes supporting. Flavors follow the nose with notes of citrus pith, pale grains, & wildflower honey. Dry and crisp finish with notes of pine & herbal tea.",6,,Best Of Hands Barrel House,7
Cloverdale Pale Ale,0,Pale Ale,"Pale Ale, A perfect description of a perfect beer. We make sure you know the basics here.  Malt – Maris Otter, Crystal, light Munich & Carapils | Hops – Cascade","A perfect description of a perfect beer. We make sure you know the basics here.  Malt – Maris Otter, Crystal, light Munich & Carapils | Hops – Cascade",3.6,35,Seattle-Lite Brewing Company,7
Beachcomber Pilsner,0,Pilsner,"Pilsner, 100% Skagit Valley Pilsner Malt, and with itty bitty little dry hop of Nelson Sauvin. Delicate and crushable, with faint tones of white wine and stone fruit.","100% Skagit Valley Pilsner Malt, and with itty bitty little dry hop of Nelson Sauvin. Delicate and crushable, with faint tones of white wine and stone fruit.",,,Ravenna Brewing Company,7
NPFO Pilsner,0,Pilsner,"Pilsner, NPFO – Nazi Punks Fuck Off. In an era of misinformation, malfeasance, malevolence, and milquetoast politics we are reminded that the deleterious flames of fascism do still flicker even in the light of day; sowing fear and contempt in order to feed its unworthy self. And who but us shall smother those flames with resilient persistence, leaving ashes cold, forgotten, and windblown; giving life anew to righteous compassion and joyful prosperity. 100% German hops and malt, this bright German Pils is pale in color and has a bursting billowing white head. Perfectly balanced with a German malt back bone that gives way to a very clean, dry finish. Never leaning too sweet or too hoppy, this Pils dances in the middle, making it a truly drinkable, refreshing bier. Brewed in true German traditional methods to be as authentic as possible.","NPFO – Nazi Punks Fuck Off. In an era of misinformation, malfeasance, malevolence, and milquetoast politics we are reminded that the deleterious flames of fascism do still flicker even in the light of day; sowing fear and contempt in order to feed its unworthy self. And who but us shall smother those flames with resilient persistence, leaving ashes cold, forgotten, and windblown; giving life anew to righteous compassion and joyful prosperity. 100% German hops and malt, this bright German Pils is pale in color and has a bursting billowing white head. Perfectly balanced with a German malt back bone that gives way to a very clean, dry finish. Never leaning too sweet or too hoppy, this Pils dances in the middle, making it a truly drinkable, refreshing bier. Brewed in true German traditional methods to be as authentic as possible.",4.5,,Future Primitive Brewing,7
French for Pilsner,0,Pilsner,"Pilsner, A collaboration with our friends at Mirage Beer Co. This beer showcases the French Barbe Rouge hop. Notes of pale grain on the nose with hints of raspberry and delicate strawberry leaf. Flavors of red berries and the impression of flowers on the palate give way to a drying graininess and notes of herbal tea. Finishes crisp and dry with a lingering herbaceous bitterness. Tis is a pilsner lager.",A collaboration with our friends at Mirage Beer Co. This beer showcases the French Barbe Rouge hop. Notes of pale grain on the nose with hints of raspberry and delicate strawberry leaf. Flavors of red berries and the impression of flowers on the palate give way to a drying graininess and notes of herbal tea. Finishes crisp and dry with a lingering herbaceous bitterness. Tis is a pilsner lager.,4.5,,Best Of Hands Barrel House,7
Lion Tamer Vanilla Porter,0,Porter,"Porter, Our flagship dark beer. Hints of bourbon harmonize with notes whole-pod Madagascan vanilla beans, which are added as a dry ""hop"" addition toward the end of primary fermentation.","Our flagship dark beer. Hints of bourbon harmonize with notes whole-pod Madagascan vanilla beans, which are added as a dry ""hop"" addition toward the end of primary fermentation.",9,,Ravenna Brewing Company,7
Sundowner Coconut Porter,0,Porter,"Porter, A light porter brewed with real toasted coconuts. Equal parts island life and winter warmer.",A light porter brewed with real toasted coconuts. Equal parts island life and winter warmer.,,,Ravenna Brewing Company,7
Rye'min Stealin,0,Rye IPA,"Rye IPA, One for all and all for one, taking BACs with our shots for fun. All for one and one for all, because Future Primitive got the call. Back by popular demand. A refreshing Rye IPA, brilliant copper in color with aromas of citrus and pine. The rye give a nice little bite at the end that compliments the hop profile well. Very refreshing and complex. A few adjustments and tweaks from the original recipe this is a great beer for the beginning of Spring. We you got that feelin’ you’re Rye’min and Stealin. 15% Rye","One for all and all for one, taking BACs with our shots for fun. All for one and one for all, because Future Primitive got the call. Back by popular demand. A refreshing Rye IPA, brilliant copper in color with aromas of citrus and pine. The rye give a nice little bite at the end that compliments the hop profile well. Very refreshing and complex. A few adjustments and tweaks from the original recipe this is a great beer for the beginning of Spring. We you got that feelin’ you’re Rye’min and Stealin. 15% Rye",7.3,,Future Primitive Brewing,7
Horse Eyes ,0,Saison,"Saison, The second in our series of dry, clean saisons brewed to be paired with disc golf and Underberg, Horse Eyes features Barbe Rouge, Eureka, and Citra hops. Notes of berries, lime and stone ground cracker with herbal undercurrents on the nose. Herbal spiciness on the palate merges with flavors of citrus fruit rinds, and red berries, augmented by esters of stone fruit from the expressive Trappist yeast strain. Finishes crisp and dry with flavors of resinous pine and white peppercorns.","The second in our series of dry, clean saisons brewed to be paired with disc golf and Underberg, Horse Eyes features Barbe Rouge, Eureka, and Citra hops. Notes of berries, lime and stone ground cracker with herbal undercurrents on the nose. Herbal spiciness on the palate merges with flavors of citrus fruit rinds, and red berries, augmented by esters of stone fruit from the expressive Trappist yeast strain. Finishes crisp and dry with flavors of resinous pine and white peppercorns.",4.6,,Best Of Hands Barrel House,7
Silver Linings Boysenberry Grapefruit,0,Sour,"Sour, A funky, tart, and refreshing northwest barrel-fermented sour.","A funky, tart, and refreshing northwest barrel-fermented sour.",,,Ravenna Brewing Company,7
Sonic Architecture ,0,Sour ,"Sour , Blend of new American oak-aged mixed-culture foeder beer & cabernet sauvignon BBL aged sour pale ale. Dry hopped with Idaho7 hop hash. Pineapple, chives, and bell pepper on the nose. Flavors of oak, hay, and conifers on the palate. Finishes dry, tart, and tannic with an earthy herbaceousness, vinuous notes, and complex oak.","Blend of new American oak-aged mixed-culture foeder beer & cabernet sauvignon BBL aged sour pale ale. Dry hopped with Idaho7 hop hash. Pineapple, chives, and bell pepper on the nose. Flavors of oak, hay, and conifers on the palate. Finishes dry, tart, and tannic with an earthy herbaceousness, vinuous notes, and complex oak.",6.2,,Best Of Hands Barrel House,7
The Goth Scene in Everett ,0,Sour ,"Sour , Comprised of a 50/50 blend of peat whiskey BBL aged olde ale and single malt whiskey BBL aged sour Belgian style quad. Browned bread notes on the nose are complemented by the presence of peated whiskey and barrel char, with hints of caramel and lactic acid supporting. Highly malty on the palate with flavors of dried cherries and a vinous character akin to Sherry. Warming alcohol notes and oak barrel tannins meld with smoke & leather on the sour and funk forward finish.","Comprised of a 50/50 blend of peat whiskey BBL aged olde ale and single malt whiskey BBL aged sour Belgian style quad. Browned bread notes on the nose are complemented by the presence of peated whiskey and barrel char, with hints of caramel and lactic acid supporting. Highly malty on the palate with flavors of dried cherries and a vinous character akin to Sherry. Warming alcohol notes and oak barrel tannins meld with smoke & leather on the sour and funk forward finish.",11,,Best Of Hands Barrel House,7
The Mentaculus (A Probability Map of the Universe),0,Sour ,"Sour , Complex aromas of sweet-earthy black currant and jammy blackberry on the nose with hints of gooseberry, wine tannins and subtle oak. Brief berry sweetness gives way to firm acidity and tannins. The wine-like qualities of the currants are augmented by the aging in ex-cabernet sauvignon BBLs. Lingering sour finish with flavors of bramble berries and leather.","Complex aromas of sweet-earthy black currant and jammy blackberry on the nose with hints of gooseberry, wine tannins and subtle oak. Brief berry sweetness gives way to firm acidity and tannins. The wine-like qualities of the currants are augmented by the aging in ex-cabernet sauvignon BBLs. Lingering sour finish with flavors of bramble berries and leather.",6.5,,Best Of Hands Barrel House,7
Windowless Cabin,0,Stout,"Stout, We added 60# coarse crushed and house toasted hazelnuts to this stout for notes of hazelnut, baker's chocolate, & baking spices on the nose. Flavors that follow on the palate with a faint note of dried dark fruits. Finishes semi-dry with an herbal-piney hop character & subtle vanilla.","We added 60# coarse crushed and house toasted hazelnuts to this stout for notes of hazelnut, baker's chocolate, & baking spices on the nose. Flavors that follow on the palate with a faint note of dried dark fruits. Finishes semi-dry with an herbal-piney hop character & subtle vanilla.",6,,Best Of Hands Barrel House,7
Holidays in Berlin,0,Weisse,"Weisse, Tart cranberry, spicy ginger, & sweet orange peel on the nose. Lactic acid sourness up front on the palate with flavors of cranberry and orange dominating. Ginger spice and mild earthy-leathery brettanomyces funk on the sharp, acidic finish.","Tart cranberry, spicy ginger, & sweet orange peel on the nose. Lactic acid sourness up front on the palate with flavors of cranberry and orange dominating. Ginger spice and mild earthy-leathery brettanomyces funk on the sharp, acidic finish.",3.5,,Best Of Hands Barrel House,7
English Pale,0,Ale,"Ale, A medium bodied, slightly sweet and lightly hopped ale with a rich copper color. This ale is a style of beer designed to be an easy drinking, slightly stronger session-strength ale, with a more moderate alcohol content than our other beers. Drinkability is a critical component of this ale, and its flavorful, yet refreshing style makes it an excellent accompaniment to a late afternoon respite or an evening filled with family, friends, food, and casual conversation.","A medium bodied, slightly sweet and lightly hopped ale with a rich copper color. This ale is a style of beer designed to be an easy drinking, slightly stronger session-strength ale, with a more moderate alcohol content than our other beers. Drinkability is a critical component of this ale, and its flavorful, yet refreshing style makes it an excellent accompaniment to a late afternoon respite or an evening filled with family, friends, food, and casual conversation.",5.3,,Obec Brewing,8
Granat,0,Amber Lager,"Amber Lager, Sporting a rich garnet-red color, the Granat (Czech amber lager) is a semi-dark lager rarely seen outside the Czech Republic. Ours is an easy-to-drink lager with slight bitterness, recognizable caramel aroma, and bright clean finish.","Sporting a rich garnet-red color, the Granat (Czech amber lager) is a semi-dark lager rarely seen outside the Czech Republic. Ours is an easy-to-drink lager with slight bitterness, recognizable caramel aroma, and bright clean finish.",5.3,,Obec Brewing,8
Czech Dark,0,Dark,"Dark, A maltier sibling of our Czech pils, the Czech dark pours a clear rich dark with amber hues around the edges. Slightly lower in alcohol than the pils, the dark raises the malt with notes of stone fruit and chocolate, but finishes crisp and clean with that classic pilsner hoppiness.","A maltier sibling of our Czech pils, the Czech dark pours a clear rich dark with amber hues around the edges. Slightly lower in alcohol than the pils, the dark raises the malt with notes of stone fruit and chocolate, but finishes crisp and clean with that classic pilsner hoppiness.",,,Obec Brewing,8
